Series Name,Series Code,Country Name,Country Code,1960 [YR1960],1961 [YR1961],1962 [YR1962],1963 [YR1963],1964 [YR1964],1965 [YR1965],1966 [YR1966],1967 [YR1967],1968 [YR1968],1969 [YR1969],1970 [YR1970],1971 [YR1971],1972 [YR1972],1973 [YR1973],1974 [YR1974],1975 [YR1975],1976 [YR1976],1977 [YR1977],1978 [YR1978],1979 [YR1979],1980 [YR1980],1981 [YR1981],1982 [YR1982],1983 [YR1983],1984 [YR1984],1985 [YR1985],1986 [YR1986],1987 [YR1987],1988 [YR1988],1989 [YR1989],1990 [YR1990],1991 [YR1991],1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Georgia,GEO,..,..,..,..,..,..,..,..,..,..,49641.595,49655.615,52152.699,54661.047,57002.976,52994.038,52281.977,51638.154,51226.87,51216.748,51361.645,51528.678,50752.148,49271.241,48789.043,47876.477,46727.993,46829.499,47706.739,46751.864,38220.5924,31422.526,27307.6154,23015.2493,16492.9776,13616.2717,12931.4294,12076.9571,11244.96563,10982.3658,11554.305612,9788.1363,20647.4741,9653.4444,10168.475,11190.1678,11840.2366,12884.9934,12282.1374,13250.1200201929,13108.6237650807,14665.8003034717,14627.7492943065,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Germany,DEU,..,..,..,..,..,..,..,..,..,..,1286569.85,1283784.3,1300781.18,1364682.32,1336033.72,1273609.66,1336497.06,1315704.67,1357268.4,1411701.43,1354782.98,1317791.85,1267150.22,1268455.75,1291691.56,1301253.1,1302264.97,1306982.38,1294253.92,1278982.32,1256074.03,1219016.83,1158796.5,1147631.32,1135937.69,1131718.77,1153137.92,1122917.37,1060398.257,1020391.257,1016295.545,1025983.5,1007404.92744,1017485.97756,1016628.79012,981287.68434,994686.04577,972896.22535,992116.30262,950463.408604366,948006.754235074,929540.263405034,951716.711065489,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ghana,GHA,..,..,..,..,..,..,..,..,..,..,21483.251,21120.576,21298.028,22733.063,19453.7264,20607.197,21131.288,24023.142,21038.526,22211.9,26282.724,23534.1,25777.835,22856.469,23253.661,22039.287,22821.097,23951.26,23003.631,25116.851,29495.582968,24852.77602,28645.7817,27635.0507,27994.319,30510.819,30600.449,31402.41,130472.489,94526.399,107699.825,104386.21,92865.732,108030.308,71082.313,113159.707,104044.725,107333.767,124072.65,104912.635467253,106432.692607526,107126.215493213,107784.294435056,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,75.0005781,..,..,..,..,..,..,..,..,..,101.33741,91.5696294,101.9960503,92.6998286,89.7441365,95.975951,125.096615,124.55158,155.576061,146.733922,159.451771,219.415677,257.86306,261.326759,305.461607,302.597532,305.73852,318.425797,334.254696,346.940241,356.180185,362.311355,368.847075,384.493309,387.802926,..,..,426.49841,..,..,..,459.115654966115,473.005729316361,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greece,GRC,..,..,..,..,..,..,..,..,..,..,38651.134,43150.9068,50556.2472,54226.5397,54286.2437,56236.2834,61469.8539,63822.7467,66914.5064,70212.0899,70435.3453,69870.2276,71480.3741,75319.7872,77161.4211,80628.9231,79900.3365,79379.3968,90115.8016,94856.8211,96659.0445,95667.0694,96932.2341,96322.2887,97432.0727,99302.9466,102354.4439,106166.9433,113865.027,109857.752,115225.458,114019.901,115164.4186,118731.242,118117.942,120036.209,117313.2946,127392.258,117310.663,113365.798767144,107505.979055767,105013.933556742,100571.170745123,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Grenada,GRD,..,..,..,..,..,..,..,..,..,..,61.630936,61.595327,68.40271,71.99634,66.641776,73.940717,69.822271,75.673537,74.216947,73.095184,73.725231,113.463679,120.829387,134.652306,135.971801,109.159013,108.209904,107.868477,112.446569,114.82145,157.901249,157.455163,157.733335,156.3931,185.626991,177.638538,197.291173,208.009707,205.602912,221.827862,474.9675,444.687873,479.72813,473.3431,501.036206,562.250665,628.852762,625.75656,643.730012,645.080683567652,682.65769207226,705.684685472562,726.185419740993,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guam,GUM,..,..,..,..,..,..,..,..,..,..,40.177074,38.320182,39.946506,41.705609,42.0724455,44.0453899,43.6237358,45.7725378,47.8332764,49.7354901,51.1198351,52.7779396,53.5306688,55.2394511,56.3446434,57.2635875,58.4247229,59.7245072,61.3722072,59.5164813,60.1849157,61.4934162,62.9747314,64.4612187,65.8566316,67.2026511,68.4943945,69.7976531,66.967334,68.2443397,69.55195,70.8618956,72.248862,73.5058179,74.8363805,76.0846518,77.3803765,78.7497834,80.2123132,81.4806286961758,83.6212456391392,84.7696534428198,85.8694584981447,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guatemala,GTM,..,..,..,..,..,..,..,..,..,..,8503.6409,9090.5758,9696.0899,9950.3306,10379.2405,10856.1961,10175.4074,11446.5081,12080.1064,14210.7581,13835.0275,12517.8603,14509.1781,12528.6611,13405.632,13736.9985,13913.1103,14421.318,15033.4155,14620.0153,14907.3608,16838.0136,16635.2634,18470.0739,18478.472,19535.9363,19900.9513,19295.8504,87558.712,23117.744,70005.686,21772.123,31424.57,55215.322,24367.657,41739.125,27001.199,34084.597,32857.908,37118.6643315547,30327.54697826,30950.2537441356,31515.4501791152,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guinea,GIN,..,..,..,..,..,..,..,..,..,..,49112.868,48043.582,47612.429,51465.736,41686.134,44290.516,45401.131,52358.442,45070.917,48812.42,59798.244,50814.584,57824.599,54271.776,53980.839,49208.108,49321.318,51419.15,48399.699,52367.111,65170.672,52861.472,60026.43,56361.519,56326.349,62537.279,61747.238,62164.736,116336.8,89859.983,84360.143,80294.726,102233.507,75067.41,76276.002,81922.61,101496.413,91126.982,135227.869,160212.122008992,100274.039948299,100814.392078924,101348.988273839,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,915.5468,908.9924,921.956,985.576,942.80109,1089.3875,1181.1347,1232.4187,1079.6068,1143.2457,1278.3216,1296.4635,1573.5144,1448.3573,1396.0799,1210.1263,1198.1789,1229.3936,1322.1188,1426.6742,1628.8117,1495.2571,1592.9894,1580.6816,1598.6278,1701.0715,1693.0587,1709.1528,6512.3608,8396.1748,6791.4424,7464.8707,5926.6406,10897.1552,7123.6567,5582.0385,10458.9408,6842.4988,5808.0868,5046.75756824414,7536.35781347783,7571.17684486716,7604.73449731623,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Guyana,GUY,..,..,..,..,..,..,..,..,..,..,13431.8966,10682.1091,12405.8537,11423.3765,12151.6933,13813.4631,14699.7626,13126.5388,14632.3783,14790.0316,15663.8534,16290.1316,16482.0828,16857.6597,15361.5372,15101.1673,15612.526,17613.7839,15605.2843,15417.4149,16735.4609,16507.5378,17371.6248,18525.3771,15223.2723,16107.0376,16425.0066,16419.2694,12863.528,4579.5937,4405.2298,4876.1489,5086.4668,5790.9817,4964.8907,4917.3336,4648.2197,4939.3293,5112.8356,25763.6931891269,5937.29421093619,6042.57849427375,6140.68725152308,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Haiti,HTI,..,..,..,..,..,..,..,..,..,..,4507.6637,4635.4858,4739.7634,4750.9728,4762.0465,4776.8746,5037.0221,5170.0048,5387.2974,5488.5205,5565.3206,5279.598,5462.0889,5605.4109,5687.8374,5691.6067,5331.7617,5285.9931,5440.2986,5422.3852,5356.9867,5536.08328,5786.08946,5629.42613,5181.82321,5951.28549,6270.28747,6632.31434,6749.9525,7000.623,7179.0971,7498.5119,7616.2803,7598.8926,7871.3117,8059.9368,8169.6886,8537.2077,8462.3932,8453.14776108017,8545.16780836899,8695.42577952115,8835.46690838767,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Honduras,HND,..,..,..,..,..,..,..,..,..,..,6767.37,7399.3506,7599.6258,7866.8883,8624.2293,8969.4327,8701.2902,9581.8491,9745.7571,11571.4864,10979.457,10112.8012,12742.8396,11906.6188,12876.4963,12722.703,13325.9267,13990.4935,14503.345,13829.8944,13722.119,15438.3365,14386.6432,15373.2698,15631.6424,16822.7579,17186.9874,16118.7635,22838.192,13997.5612,21929.621,12536.9126,14868.5855,22792.4616,15006.2446,23206.9081,16686.6526,19178.5335,19785.857,19877.5557663616,19663.7156155789,20084.1362219677,20467.1629868832,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Hong Kong SAR, China",HKG,..,..,..,..,..,..,..,..,..,..,10326.94763,10409.17449,10756.19853,10896.35745,12406.23728,12363.91948,14288.25497,16475.45553,17573.37246,16548.37534,17290.46658,18817.13455,20164.10355,22753.47031,24778.33757,25860.81236,29218.356,29212.81954,34969.3259,36448.702,37253.7089,40213.3517,44708.1172,47200.5892,40749.5879,40640.8644,39765.2874,37267.4252,46025.2076,48968.0358,45292.8777,46489.1249,45160.4454,47892.75,45969.3657,46413.3095,47373.1455,49054.4347,51945.7835,52038.7287180895,55049.4029662817,56946.3878595726,58633.5167723061,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Hungary,HUN,..,..,..,..,..,..,..,..,..,..,87733.157,90705.017,92174.362,98360.83,102087.795,103693.369,108311.853,113323.186,122214.556,121252.383,120487.627,120093.209,119291.03,115400.428,117357.257,115241.434,112806.429,112920.676,108640.726,105948.083,97552.24,90225.968,79814.797,79257.691,78548.093,77421.416,80713.521,78760.592,77888.806,78178.002,75482.05879,75969.172,74621.9861,76989.2295,75935.9504,75543.75689,75140.63523,72331.2477,71578.8505,65812.1371,66250.7743,64385.0040495242,62988.3997990485,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iceland,ISL,..,..,..,..,..,..,..,..,..,..,3109.3799,4121.829,5309.7154,6875.2491,7680.9842,8315.576,9287.5638,10319.6598,11326.2378,12264.0268,12924.0069,13733.0487,14252.2031,15193.9884,16365.9038,17055.4951,17970.845,18913.1086,19956.8502,20918.6128,21761.01853,21712.5972,20807.9459,20893.579,20984.0892,20878.6768,21181.6131,21089.4536,3585.2155,3657.9434,4122.3355,3830.9156,3963.3871,3941.8621,4023.2683,3980.6272,4230.9316,4449.1071,5043.3159,5144.2887106422,5390.98473567479,5530.25743465459,5514.85399229931,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,India,IND,..,..,..,..,..,..,..,..,..,..,746498.11,754018.475,767242.36,773571.615,796885.36,827298.045,852598.24,871680.045,875174.32,905452.595,929414.77,979738.35,1011305.49,1059291.57,1117754.1,1140356.79,1199500.61,1202058.62,1305250.63,1365390.78,1387371.82,1443266.28,1486420.6,1521727.9,1581028.22,1651503.01,1708836.97,1761537.39,1768965,1956039,1885189,1875600.85,1917294.66,1976449.15,2090334.85,2117460.59,2232760.11,2382011.76,2438714.28,2594639.91697394,2771456.75614684,2828845.82898461,3002894.92752695,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Indonesia,IDN,..,..,..,..,..,..,..,..,..,..,339677.08,294004.88,733432.92,409241.71,329453.15,329119.33,482736.65,833788.53,502384.1,696521.76,714214.48,637827.33,2488671.33,1105446.85,711331.59,745108.85,1117713.93,1760930.26,813977.91,888790.51,1165113.41,2212869.12,2097491.51,1396509.98,2156232.29,1315570.67,1314060.75,5040841.3,1191187.16,668887.6,622464.65,849945.65,1720445.17,888646.15,1060213.55,1171042.59,2381293.72,772946.22,796581.92,1148285.67917462,744790.024070399,763553.164939774,780550.764031458,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Iran, Islamic Rep.",IRN,..,..,..,..,..,..,..,..,..,..,141820.332,150900.254,167062.928,194611.585,204615.776,202141.476,226348.26,232841.431,224791.651,199911.761,167342.007,163748.83,200503.84,219858.696,211380.013,222482.77,212413.38,213485.583,223541.278,240347.697,283712.886,309948.399,328777.884,328038.417,363853.514,370387.944,385888.414,402922.917,410530.568,425640.487,448089.454,460783.884,483378.505,516232.685,552318.804,576650.654,619914.466,650956.813,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Iraq,IRQ,..,..,..,..,..,..,..,..,..,..,51298.7594,57101.4776,56661.6978,61280.4881,63205.9827,67796.1277,79857.7963,74972.443,81021.097,100553.343,91587.97,66669.934,73322.719,72391.637,78746.497,87989.232,93954.166,92806.644,99336.417,106551.332,99866.44,70211.023,79840.903,96576.367,106658.004,107285.105,98175.476,103253.907,106026.108,110878.99,124402.47,132843.676,128686.157,107790.878,125423.582,124611.697,129502.484,130078.493,137871.117,138423.769146231,146903.733169242,151457.060059124,155529.505046712,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Ireland,IRL,..,..,..,..,..,..,..,..,..,..,47233.244,50207.9495,50087.418,50501.4748,53311.1718,51752.3778,52172.4386,54543.7096,54749.4886,59352.582,58358.935,57799.276,57699.221,57858.915,58131.826,59638.734,60934.309,60915.351,61748.223,63305.303,65583.192,65980.203,65914.962,66338.242,67790.031,68374.024,70151.949,71594.306,65387.423,66633.5938,68143.29,70153.998,69094.685189,68872.5353,68770.04183,70080.71247,71503.3484,70033.0319,70132.71958,65613.0705702765,65591.2459838566,61268.1023659476,62433.0138852174,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Israel,ISR,..,..,..,..,..,..,..,..,..,..,17255.7912,17423.1433,18338.8844,19569.987,20110.2957,21199.3102,20991.795,21894.5797,23195.8502,23640.5637,23572.128,24505.3025,25737.6764,26634.9113,27698.1996,29481.1308,32012.933,32501.8888,36863.0489,38388.3811,39609.3299,40313.9671,42952.5358,46736.9554,50063.7458,53255.1994,56520.4864,58641.0529,59555.1553,60998.6856,65619.3898423,65879.0624,69487.8009,71533.77838,70576.27465,71353.03175,73591.54212,77128.57252,75238.54546,75026.0352778109,79072.4356631562,81703.9131146652,84044.4344111728,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Italy,ITA,..,..,..,..,..,..,..,..,..,..,388249.306,398701.797,416781.6244,442434.685,444569.749,425696.331,454591.3069,446956.652,457629.696,475665.266,477727.329,466863.848,456718.484,451604.575,460419.075,462915.588,464970.255,470135.089,497868,517577.285,508764.943,506084.173,504110.294,496267.322,493411.783,518470.761,507338.856,508373.858,519046.022,521472.006,547349.86,543360.171,550782.069,564951.183,562794.853,564114.951,563324.943,547383.143,529283.803,480698.223117841,489460.132730355,482619.037546784,482634.000294537,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jamaica,JAM,..,..,..,..,..,..,..,..,..,..,7210.3984,7218.1041,7832.3233,9812.8877,9585.1143,9140.5232,7832.7393,8426.8527,..,8601.1335,..,8081.9637,7124.8654,7225.7731,7049.8807,6408.9541,6233.0791,6286.058,6832.8877,8263.0162,9319.21737,9371.5824,10249.7128,10465.9562,10521.7448,10886.3338,11247.785,11457.9309,11874.5802,12168.2626,12364.4322,12249.8631,12392.1182,12959.0415,13419.4675,13314.8946,14549.9645,15423.5468,13912.5571,13884.0972177137,14581.6781043858,15053.5054602312,15474.3204085017,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Japan,JPN,..,..,..,..,..,..,..,..,..,..,941132.584,960481.941,1009126.08,1127133.34,1124069.401,1067710.651,1101910.151,1133256.77,1131050.16,1159212.2,1136091.34,1105577.59,1063683.99,1070491.43,1137483.61,1112813.49,1111249.55,1111018.94,1186749.6,1216856.651,1304676.03,1318933.78,1330643.26,1333072.7,1385835.23,1421640.91,1424112.7,1414397.05,1371363.01,1399008.939,1406194.588,1387952.208,1422453.194,1428102.126,1427399.203,1439905.158,1425898.63,1461356.118,1385164.839,1290243.64782972,1350427.9134916,1396767.26078631,1478858.88126732,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Jordan,JOR,..,..,..,..,..,..,..,..,..,..,2090.95161,2157.92587,2463.89713,2697.9562,2817.72326,3082.61473,3550.34049,3700.00084,4332.81843,4550.17732,5534.82824,6602.3977,7369.2457,8202.0766,9173.6655,9644.5633,10225.5392,10641.4863,10626.6256,10833.7517,11599.3165797,11892.662547,13938.77676,14432.90871,15032.0313,15834.0643,16405.7396,16830.7854,17159.4152,17135.0775,17799.0188,17657.3513,18834.63186,18728.0081,20882.0096,22339.7323,22823.0797,23900.584,24469.11527,24315.6473389454,25590.049644546,26440.7735323218,27198.5945143973,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kazakhstan,KAZ,..,..,..,..,..,..,..,..,..,..,186230.159,183204.846,219119.677,209996.073,214080.499,207044.828,229747.655,221842.679,226525.898,217979.155,219643.092,206127.432,207431.911,204172.375,213576.252,212825.196,225630.673,233680.27,240415.311,241646.268,372290.9362,362868.415,366068.723,326956.867,288847.538,247266.945,272328.5,207305.66,218453.239,182819.098,207395.42,223606.92,285884.292,256799.005,285197.38,291641.047,324812.472,315840.136,330512.052,287801.126034189,347356.081602398,350475.734882164,366502.19730054,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kenya,KEN,..,..,..,..,..,..,..,..,..,..,21917.286,22376.806,23210.036,23833.311,24133.127,24663.136,25292.084,26147.382,27781.04,29484.455,28468.693,28404.277,29812.384,31668.235,33170.182,33349.257,34675.608,34921.399,36807.31,38381.069,38943.126,38141.052,39012.029,39846.354,41268.314,41798.476,41134.09,41235.589,66595.01,46998.103,46237.25,44415.733,43784.866,46308.659,46544.163,48661.628,50017.915,53054.236,53277.032,52547.6800367631,52675.1023516439,53513.9923820998,54302.0956122537,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,30.0258228,55.381054,38.7182938,40.576571,33.8164,39.1389702,34.0849654,34.658537,40.669831,39.287644,39.7799279,44.2063472,40.9590299,41.2235548,39.4362545,40.1591934,42.230296,43.715237,39.106336,40.423539,42.698831,43.93295,44.793808,44.635066,46.230684,..,..,51.375821,..,52.6991169526772,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Dem. People’s Rep.",PRK,..,..,..,..,..,..,..,..,..,..,94041.917,93374.105,97367.834,101174.929,103162.747,107603.784,114423.832,122134.837,131631.037,139394.818,147262.267,150760.537,156400.054,165173.931,166105.701,171602.1,169587.631,171329.121,167895.58,167433.688,162999.454,155908.963,142827.289,132389.657,119835.711,111920.307,100618.396,98661.432,84375.4542,89468.2923,97813.668,101904.133,96022.3694,98123.02581,101210.574,106557.193,106807.1721,92054.1519,99381.168,99920.3788841107,104116.604314427,107165.318927918,109894.964984758,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,"Korea, Rep.",KOR,..,..,..,..,..,..,..,..,..,..,88641.352,89248.78,91340.252,107014.039,112906.55,120964.237,130213.924,144910.923,155967.54,172533.275,175229.771,181587.53,180766.923,192747.731,208165.762,215092.052,224294.641,225840.175,258382.665,270117.802,300501.326,328691.416,354614.82,385035.318,418012.512,453629.667,487344.746,513934.866,450493.845,489986.3208,512819.936,522374.159,534839.283,546211.11377,562450.9571,561372.5433,565697.20066,575558.3818,594982.1988,594493.202241893,628838.721073131,650085.534882287,668989.651446327,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kosovo,XKX,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kuwait,KWT,..,..,..,..,..,..,..,..,..,..,68097.3281,71418.7885,73477.7018,66638.3624,54816.6481,46479.1125,45134.6952,42959.4875,47514.7676,55586.6233,47113.6283,42894.2394,42788.9244,49052.5585,47360.4429,49877.0039,51377.0806,51686.5785,58923.3979,62729.4837,..,47185.0815,37631.0113,46152.1963,54782.3429,57167.7332,56837.7997,59684.9071,63941.6739,65097.1525,65239.5715,63455.7221,62755.2671,74340.5263,82089.0534,91416.6572,87101.2683,86228.4561,89301.4427,88824.8817802557,93785.5685485441,96788.1942169604,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Kyrgyz Republic,KGZ,..,..,..,..,..,..,..,..,..,..,15173.6805,15407.791,17150.5211,17239.2997,17793.07982,17448.25252,17839.2328,17633.9946,18027.01412,17815.13532,18904.72862,17020.0065,15864.9806,14414.48652,13563.6558,13638.2389,14220.5455,14655.7436,16896.3839,16108.9077,33283.18809,30183.3567,22014.0663,17742.7522,13406.1932,10488.6816,12527.7409,11417.8648,11119.9075,9840.1165,9973.9558,8996.7479,10365.5904,10992.9099,11243.6025,10852.4673,10680.9086,11464.2627,11873.2617,13218.8107777734,13008.5431032492,13853.6745152227,13794.7412448409,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lao PDR,LAO,..,..,..,..,..,..,..,..,..,..,22771.992,15370.2654,18840.0037,26238.911,15426.5696,15168.3505,14115.7654,21517.5498,25758.286,22943.633,27499.059,24130.622,23876.742,42771.248,25080.521,21525.4955,25141.408,32707.043,25749.331,18518.9987,30128.598,26620.375,38440.377,31462.783,28147.016,31879.678,24691.465,24955.413,141736.464,143278.75,24667.954,15958.361,34783.697,20412.978,76333.64,53444.812,25073.368,70977.957,21335.613,24469.6379259297,38034.9636272718,161456.982700603,161718.737448862,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Latvia,LVA,..,..,..,..,..,..,..,..,..,..,45385.3107,45620.2012,47957.4588,50365.8282,52362.8725,52338.0379,53714.9787,55699.819,57305.0302,59444.6101,61084.521,62361.524,62860.074,64501.615,65898.317,67655.5,69206.824,69206.671,71797.628,72636.905,33667.7706,31579.4731,27370.8426,24046.0891,21073.774,18782.998,18788.7645,18051.4526,12905.7988,12076.2856,11507.8095,12089.6607,13748.3487,12783.2611,13021.8197,13288.2027,14054.3664,14416.1433,14204.6668,13580.3226,14670.0039,14150.0953121195,13943.921724239,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lebanon,LBN,..,..,..,..,..,..,..,..,..,..,6392.4529,6547.0607,6999.7795,8535.2553,8470.274,7530.32318,7167.63828,6517.55809,7540.1608,8444.2514,8508.7553,8685.9173,7416.073,8449.0284,8265.2206,9252.6883,9333.1226,9340.6535,..,..,..,9718.72493,..,12647.1704,13588.25853,15558.41777,16648.2645,18223.05133,18388.3501,18215.9426,16825.6618,18142.4143,17968.86134,20293.94799,18716.22341,19431.44925,16947.8808,15102.0736,18270.36045,..,..,..,..,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Lesotho,LSO,..,..,..,..,..,..,..,..,..,..,1794.4611,1636.0716,1615.7307,1609.7149,1646.6811,1721.5528,1691.6338,1598.2718,1619.4526,1742.8113,1809.3254,1797.4011,1841.963,1813.1316,1768.5389,1842.6128,1873.5463,2132.4598,2056.7565,2023.3921,1882.4258,1872.9355,2108.6519,1990.9259,1969.1242,1938.4438,1839.49,1810.8851,4735.7995,3817.01,3230.5765,3844.3085,2941.8226,4650.1065,2341.0011,3703.9041,2161.3032,4439.4282,2543.498,2727.98013422641,3425.27889786419,3449.40565110162,3472.70753642453,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Liberia,LBR,..,..,..,..,..,..,..,..,..,..,1688.8839,1707.83431,1794.15218,1879.81356,1934.41705,1983.62971,2071.5686,2231.29969,2259.22274,2685.62491,2826.85842,2527.39272,2417.78164,2479.64728,2341.09996,2394.25193,2219.78418,2250.44173,2464.32329,2156.44891,1752.526409,1476.78731,1443.58754,1406.24366,1385.60436,1428.10412,1491.93851,1602.40617,4980.4182,3371.3292,2076.31708,2163.9067,2047.18953,2062.90724,2311.5503,2082.70263,2475.8958,2847.6082,2863.1407,2599.79846235048,2758.54687127273,2797.37082211107,2833.94277850522,..,..,..,..,..,..,..
Total greenhouse gas emissions (kt of CO2 equivalent),EN.ATM.GHGT.KT.CE,Libya,LBY,..,..,..,..,..,..,..,..,..,..,70829.5514,54206.5029,44220.1655,42364.3307,32671.0875,37564.5101,43278.1874,45286.2265,46857.8958,50094.5135,53559.8016,45320.3481,49330.9319,47842.425,49232.866,47494.6463,54638.882,51156.7705,55358.7094,56625.0662,61074.1542,61081.0877,55474.6102,55551.4748,60863.3452,65215.4728,67250.6652,63411.2107,63333.0286,60164.7593,63666.8898,62555.0382,63328.5875,68226.6741,68566.5541,69931.74,71318.6748,71090.5683,74238.8201,73995.4159130736,77780.0897279971,80072.8192017551,82129.133946468,..,..,..,..,..,..,..
